;;;;;;;;;;
Título do Acordo;Tipo do Acordo;;;Outra Parte;Assuntos;Nº de Série;Nº da Pasta;;Data;Status da Tramitação 
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Popular do Bangladesh sobre a Isenção da Exigência de Visto para Titulares de Passaportes Diplomáticos e Oficiais;Bilateral;;;Bangladesh;Vistos e Imigração;12589;5;;18/07/2022;Em Vigor
Apêndice 46 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12588;;;08/07/2022;Em Vigor
Memorando de Entendimento entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e a Academia do Serviço Exterior do Ministério das Relações Exteriores da República Popular do Bangladesh para a Cooperação Mútua no Treinamento de Diplomatas;Bilateral;;;Bangladesh;Academias Diplomáticas;12587;4;;18/07/2022;Em Vigor
Declaração Conjunta do Ministro das Relações Exteriores do Brasil, Carlos França, e do Ministro das Relações Exteriores do Uruguai, Francisco Bustillo.;Bilateral;;;Uruguai;Declaração Conjunta;12586;331;;09/06/2022;Em Vigor
Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da União de Myanmar para a implementação do Projeto “Melhoramento de Metodologias e Técnicas de Produção de Soro Antiofídico em Myanmar – Fase II: Qualidade do Antiveneno”;Bilateral;;;Myanmar;Cooperação Técnica;12585;4;;28/03/2022;Em Vigor
"Iniciativa Conjunta (""Reference Paper"") sobre Regulamentação Doméstica de Serviços e Lista Revisada de Compromissos Específicos do Brasil";Multilateral;;;N/A;"Organização Mundial do Comércio - OMC 
Comércio Internacional";12584;;;02/12/2021;Tramitação Ministérios/Casa Civil
Apêndice 45 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12583;;;30/06/2022;Em Vigor
Apêndice 44 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12582;;;30/06/2022;Em Vigor
Apêndice 43 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12581;;;30/06/2022;Em Vigor
Acordo relativo ao estabelecimento de Regulamentos Técnicos Globais aplicáveis aos veículos de rodas, aos equipamentos e às peças suscetíveis de serem montados ou utilizados em veículos de rodas;Multilateral;;;N/A;Transporte Terrestre;12580;;;25/06/1998;Tramitação Ministérios/Casa Civil
Acordo relativo à adoção de Regulamentos técnicos harmonizados da Organização das Nações Unidas aplicáveis aos veículos de rodas, aos equipamentos e às peças suscetíveis de serem montados ou utilizados num veículo de rodas e às condições de reconhecimento recíproco das homologações concedidas em conformidade com estes Regulamentos da Organização das Nações Unidas - Revisão 3;Multilateral;;;N/A;Transporte Terrestre;12579;;;20/03/1958;Tramitação Ministérios/Casa Civil
Terceiro Protocolo Adicional ao Acordo de Alcance Parcial para a Facilitação do Transporte de Mercadorias Perigosas (3PA-AAP.PC7);Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12578;;;15/06/2022;Tramitação Ministérios/Casa Civil
Octogésimo Quarto Protocolo Adicional ao Acordo de Complementação Econômica N° 2 celebrado entre a República Federativa do Brasil e a República Oriental do Uruguai;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12577;;;20/06/2022;Em Vigor
Octogésimo Terceiro Protocolo Adicional ao Acordo de Complementação Econômica N° 2 celebrado entre a República Federativa do Brasil e a República Oriental do Uruguai;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12576;;;20/06/2022;Em Vigor
Protocolo Alterando o Acordo entre o Governo da República Federativa do Brasil e o Governo da República Popular da China destinado a Evitar a Dupla Tributação e Prevenir a Evasão Fiscal em Matéria de Impostos sobre a Renda e o seu Protocolo, celebrados em Pequim, em 5 de agosto de 1991.;Bilateral;;;China;Aduanas, Impostos e Tarifas;12575;132;;23/05/2022;Tramitação Ministérios/Casa Civil
Tratado entre a República Federativa do Brasil e a República da Lituânia sobre Auxílio Jurídico Mútuo em Matéria Penal.;Bilateral;;;Lituânia;Direito Penal;12574;9;;02/06/2022;Tramitação Ministérios/Casa Civil
Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros de Montenegro para o estabelecimento de Consultas Políticas sobre Questões de Interesse Mútuo.;Bilateral;;;Montenegro;Consultas Diplomáticas;12573;3;;22/02/2022;Em Vigor
Resolução 2624 (2022) do Conselho de Segurança das Nações Unidas;Multilateral;;;N/A;CSNU - Resoluções;12572;;;28/02/2022;Em Vigor
Acordo de Previdência Social entre a República Federativa do Brasil e a República da Áustria;Bilateral;;;Áustria;Previdência Social;12571;31;;17/05/2022;Tramitação Ministérios/Casa Civil
Apêndice 42 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12570;;;10/05/2022;Em Vigor
Apêndice 41 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12569;;;10/05/2022;Em Vigor
Apêndice 40 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12568;;;10/05/2022;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República das Maldivas sobre Cooperação na Área do Esporte;Bilateral;;;Maldivas;Cooperação Educacional e Esportiva;12567;01;;04/04/2013;Tramitação MRE
Tratado entre a República Federativa do Brasil e a República Cooperativa da Guiana sobre Auxílio Jurídico Mútuo em Matéria Penal.;Bilateral;;;Guiana;Direito Penal;12566;87;;06/05/2022;Tramitação MRE
Tratado entre a República Federativa do Brasil e a República Cooperativa da Guiana sobre Cooperação Jurídica Internacional em Matéria Civil.;Bilateral;;;Guiana;Direito Civil;12565;86;;06/05/2022;Tramitação Ministérios/Casa Civil
Segundo Protocolo Adicional ao Acordo de Complementação Econômica N° 72 entre os Governos da República Argentina, da República Federativa do Brasil, da República do Paraguai e da República Oriental do Uruguai, Estados Partes do Mercosul, e o Governo da República da Colômbia;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12564;;;29/04/2022;Em promulgação/MRE
Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério das Relações Exteriores da República da Türkiye sobre Cooperação para as Celebrações do 200º Aniversário da Independência do Brasil, em 2022, e do 100º Aniversário da República da Türkiye, em 2023, e do 170º Aniversário do Estabelecimento de Relações Diplomáticas, em 2028.;Bilateral;;;Turquia;Cooperação Artístico-cultural;12563;24;;25/04/2022;Em Vigor
Apêndice 39 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12562;;;05/04/2022;Em Vigor
Apêndice 38 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12561;;;05/04/2022;Em Vigor
Apêndice 37 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12560;;;05/04/2022;Em Vigor
Apêndice 36 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12559;;;05/04/2022;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da Austrália sobre Vistos de Trabalho e Férias;Bilateral;;;Austrália;Vistos e Imigração;12558;19;;31/03/2022;Em Vigor
Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Democrática Popular do Laos;Bilateral;;;Laos;Cooperação Técnica;12557;02;;17/03/2022;Tramitação Ministérios/Casa Civil
Apêndice 35 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12556;;;02/03/2022;Em Vigor
Apêndice 34 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12555;;;02/03/2022;Em Vigor
Protocolo sobre Privilégios e Imunidades da Organização Europeia para a Pesquisa Nuclear (CERN);Multilateral;;;N/A;"Privilégios e Imunidades 
Ciência e Tecnologia 
Educação 
Energia Nuclear 
Pesquisa Nuclear";12554;;;18/03/2004;Tramitação Congresso Nacional
Acordo entre a República Federativa do Brasil e a Organização Europeia para a Pesquisa Nuclear (CERN) com Relação à Concessão do Status de Membro associado da CERN;Bilateral;;;CERN;Cooperação Científica e Tecnológica;12553;01;;03/03/2022;Tramitação Congresso Nacional
Protocolo Alterando a Convenção entre a República Federativa do Brasil e a República do Chile Destinada a Evitar a Dupla Tributação e Prevenir a Evasão Fiscal em Relação ao Imposto sobre a Renda e o seu Protocolo, celebrados em Santiago, em 3 de abril de 2001.;Bilateral;;;Chile;Aduanas, Impostos e Tarifas;12552;161;;03/03/2022;Tramitação Ministérios/Casa Civil
Ajuste Complementar, por Troca de Notas, ao Acordo Básico de Cooperação Técnica entre o Governo do Japão e o Governo da República Federativa do Brasil, assinado em Brasília em 22 de setembro de 1970, referente ao Project for Strengthening the Capacity on Sustentainable Urban Development.;Bilateral;;;Japão;Cooperação Técnica;12551;77;;25/02/2022;Tramitação MRE
Sexagésimo Sexto Protocolo Adicional ao Acordo de Complementação Econômica nº 35 (66PA-ACE35), celebrado entre Argentina, Brasil, Paraguai e Uruguai;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12550;;;15/02/2022;Em ratificação da(s) outra(s) Parte(s)
Apêndice 33 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12549;;;16/02/2022;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da Hungria, Gabinete do Primeiro-Ministro, para Cooperação Humanitária Avançada;Bilateral;;;Hungria;Cooperação;12548;39;;17/02/2022;Em Vigor
Memorando de Entendimento para a Cooperação em Gestão de Recurso Hídricos e Saneamento entre o Governo da República Federativa do Brasil e o Governo da Hungria;Bilateral;;;Hungria;Cooperação;12547;38;;17/02/2022;Em Vigor
Protocolo de Emenda ao Acordo entre o Governo da República Federativa do Brasil e o Governo da Federação da Rússia sobre Proteção Mútua de Informações Classificadas assinado em 13 de agosto de 2008.;Bilateral;;;Rússia;Defesa e Assuntos Militares;12543;45-A;;16/02/2022;Tramitação Ministérios/Casa Civil
Declaração Presidencial Conjunta dos Presidentes da República Federativa do Brasil, Jair Messias Bolsonaro, e da República do Peru, José Pedro Castillo Terrones;Bilateral;;;Peru;"Comércio 
Declaração Conjunta";12542;243;;03/02/2022;Em Vigor
Apêndice 32 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12541;;;25/01/2022;Em Vigor
Apêndice 31 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12540;;;25/01/2022;Em Vigor
Apêndice 30 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12539;;;25/01/2022;Em Vigor
Apêndice 29 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12538;;;25/01/2022;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha para a implementação do Projeto de Cooperação Técnica “Educação Profissional para Desenvolvimento Econômico Verde e Empregos”;Bilateral;;;Alemanha;Cooperação Técnica;12537;590;;30/12/2021;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha para a implementação do Projeto “Investimentos Transformadores de Eficiência Energética na Indústria (TI4E) no Brasil”;Bilateral;;;Alemanha;Cooperação Técnica;12536;589;;30/12/2021;Em Vigor
Resolução 2607 (2021) do Conselho de Segurança das Nações Unidas;Multilateral;;;N/A;CSNU - Resoluções;12535;;;15/11/2021;Em Vigor
Apêndice 28 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12534;;;17/12/2021;Em Vigor
Apêndice 27 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12533;;;17/12/2021;Em Vigor
Apêndice 26 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12532;;;03/12/2021;Em Vigor
Apêndice 25 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12531;;;03/12/2021;Em Vigor
Apêndice 24 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12530;;;03/12/2021;Em Vigor
Apêndice 23 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12529;;;03/12/2021;Em Vigor
Apêndice 22 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12528;;;03/12/2021;Em Vigor
Apêndice 21 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12527;;;03/12/2021;Em Vigor
Apêndice 20 ao Centésimo Nonagésimo Protocolo Adicional do Acordo de Complementação Econômica N° 18;Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12526;;;03/12/2021;Em Vigor
Ducentésimo Décimo Sétimo Protocolo Adicional ao Acordo de Complementação Econômica N° 18, celebrado entre Argentina, Brasil, Paraguai e Uruguai (AAP.CE/18);Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12525;;;17/12/2021;Em Vigor
Ducentésimo Décimo Sexto Protocolo Adicional ao Acordo de Complementação Econômica N° 18, celebrado entre Argentina, Brasil, Paraguai e Uruguai (AAP.CE/18);Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12524;;;17/12/2021;Em promulgação/Casa Civil
Ducentésimo Décimo Quinto Protocolo Adicional ao Acordo de Complementação Econômica N° 18, celebrado entre Argentina, Brasil, Paraguai e Uruguai (AAP.CE/18);Multilateral;;;N/A;"Aladi 
Comércio Internacional 
Economia";12523;;;17/12/2021;Tramitação Ministérios/Casa Civil
Ducentésimo Décimo Quarto Protocolo Adicional ao Acordo de Complementação Econômica N° 18, celebrado entre Argentina, Brasil, Paraguai e Uruguai (AAP.CE/18);Multilateral;;;N/A;"Aladi 
Aladi 
Comércio Internacional 
Comércio Internacional 
Economia";12522;;;17/12/2021;Tramitação Ministérios/Casa Civil
Convenção sobre a Organização Internacional de Auxílios Marítimos à Navegação;Multilateral;;;N/A;Direito do Mar;12521;;;27/01/2021;Tramitação Congresso Nacional
Plano de Consultas Políticas entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros da Federação da Rússia para 2022-2025;Bilateral;;;Rússia;Consultas Diplomáticas;12520;67;;30/11/2021;Em Vigor
Memorando de Entendimento entre o Instituto rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e a Academia Diplomática Mohammed bin Mubarak al Khalifa do Reino do Bahrein para a Cooperação Mútua no Treinamento de Diplomatas;Bilateral;;;Bahrein ;Academias Diplomáticas;12519;04;;16/11/2021;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo do Reino do Bahrein sobre a Isenção da Exigência de Visto para Titulares de Passaportes Diplomáticos, Especiais e Oficiais;Bilateral;;;Bahrein ;Vistos e Imigração;12518;03;;16/11/2021;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo dos Emirados Árabes Unidos sobre Cooperação Educacional;Bilateral;;;Emirados Árabes Unidos;Cooperação Educacional e Esportiva;12517;18;;13/11/2021;Em Vigor
